委員姓名,主題ID,直接發言次數,低相關發言次數,中相關發言次數,高相關發言次數,總發言次數,平均相關性,最大相關性,總相關性,基礎關心度,加權關心度,質量加分,最終關心度評分,直接參與率,低相關率,中相關率,高相關率
鄭正鈐,194,1,15,15,14,249,0.02354538171968586,0.6489688158035278,5.8628000482017795,2.0,5.8628000482017795,7.0,14.86280004820178,0.004016064257028112,0.060240963855421686,0.060240963855421686,0.05622489959839357
鄭正鈐,195,0,12,7,4,249,0.0071248763692212174,0.38222405314445496,1.774094215936083,0.0,1.774094215936083,2.0,3.774094215936083,0.0,0.04819277108433735,0.028112449799196786,0.01606425702811245
鄭正鈐,197,1,9,7,1,249,0.004443521244464805,0.5677136182785034,1.1064367898717364,2.0,1.1064367898717364,0.5,3.6064367898717364,0.004016064257028112,0.03614457831325301,0.028112449799196786,0.004016064257028112
鄭正鈐,198,0,5,2,1,249,0.0037752417855319545,0.5386115908622742,0.9400352045974567,0.0,0.9400352045974567,0.5,1.4400352045974567,0.0,0.020080321285140562,0.008032128514056224,0.004016064257028112
鄭正鈐,199,1,1,0,0,249,0.0009992456757576655,0.021623186767101288,0.24881217326365873,2.0,0.24881217326365873,0.0,2.2488121732636586,0.004016064257028112,0.004016064257028112,0.0,0.0
林德福,0,19,12,5,2,358,0.004482079536228273,0.41111406683921814,1.6045844739697217,38.0,1.6045844739697217,1.0,40.60458447396972,0.05307262569832402,0.0335195530726257,0.013966480446927373,0.00558659217877095
林德福,1,1,1,0,0,358,0.0001285118952359252,0.029153447598218918,0.046007258494461224,2.0,0.046007258494461224,0.0,2.0460072584944613,0.002793296089385475,0.002793296089385475,0.0,0.0
林德福,2,13,6,5,0,358,0.0017342474548736305,0.0871647298336029,0.6208605888447597,26.0,0.6208605888447597,0.0,26.62086058884476,0.036312849162011177,0.01675977653631285,0.013966480446927373,0.0
林德福,3,3,14,12,8,358,0.009847455738887607,0.6983901262283325,3.525389154521763,6.0,3.525389154521763,4.0,13.525389154521763,0.008379888268156424,0.03910614525139665,0.0335195530726257,0.0223463687150838
林德福,4,2,13,12,9,358,0.006797604994574969,0.4660363495349884,2.433542588057839,4.0,2.433542588057839,4.5,10.93354258805784,0.00558659217877095,0.036312849162011177,0.0335195530726257,0.025139664804469275
林德福,5,7,9,4,2,358,0.00256859113984996,0.3497396409511566,0.9195556280662857,14.0,0.9195556280662857,1.0,15.919555628066286,0.019553072625698324,0.025139664804469275,0.0111731843575419,0.00558659217877095
林德福,6,9,20,20,20,358,0.04736383329433842,0.914621889591217,16.956252319373156,18.0,16.956252319373156,10.0,44.95625231937316,0.025139664804469275,0.055865921787709494,0.055865921787709494,0.055865921787709494
林德福,7,21,20,14,11,358,0.009616040509394705,0.5893653631210327,3.4425425023633043,42.0,3.4425425023633043,5.5,50.9425425023633,0.05865921787709497,0.055865921787709494,0.03910614525139665,0.030726256983240222
林德福,8,4,5,3,1,358,0.0024678005877279505,0.6667037010192871,0.8834726104066063,8.0,0.8834726104066063,0.5,9.383472610406606,0.0111731843575419,0.013966480446927373,0.008379888268156424,0.002793296089385475
林德福,9,4,7,2,1,358,0.0011429365010617331,0.13998480141162872,0.40917126738010046,8.0,0.40917126738010046,0.5,8.909171267380101,0.0111731843575419,0.019553072625698324,0.00558659217877095,0.002793296089385475
林德福,10,2,36,17,3,358,0.007419849524160632,0.4827391505241394,2.656306129649506,4.0,2.656306129649506,1.5,8.156306129649506,0.00558659217877095,0.1005586592178771,0.04748603351955307,0.008379888268156424
林德福,11,2,19,13,2,358,0.004841060164300493,0.5068913698196411,1.7330995388195765,4.0,1.7330995388195765,1.0,6.733099538819577,0.00558659217877095,0.05307262569832402,0.036312849162011177,0.00558659217877095
林德福,12,6,6,5,5,358,0.004012216487971586,0.5526557564735413,1.4363735026938276,12.0,1.4363735026938276,2.5,15.936373502693828,0.01675977653631285,0.01675977653631285,0.013966480446927373,0.013966480446927373
林德福,13,1,13,3,1,358,0.0026105625588161434,0.42442503571510315,0.9345813960561793,2.0,0.9345813960561793,0.5,3.4345813960561795,0.002793296089385475,0.036312849162011177,0.008379888268156424,0.002793296089385475
林德福,14,1,3,2,1,358,0.0008185943089813252,0.11660053580999374,0.29305676261531444,2.0,0.29305676261531444,0.5,2.7930567626153144,0.002793296089385475,0.008379888268156424,0.00558659217877095,0.002793296089385475
林德福,15,1,66,22,3,358,0.011438303515474618,0.13270029425621033,4.094912658539913,2.0,4.094912658539913,1.5,7.594912658539913,0.002793296089385475,0.18435754189944134,0.061452513966480445,0.008379888268156424
林德福,16,0,10,5,5,358,0.005552997313771089,0.6700534820556641,1.9879730383300496,0.0,1.9879730383300496,2.5,4.48797303833005,0.0,0.027932960893854747,0.013966480446927373,0.013966480446927373
林德福,17,16,99,79,48,358,0.04142703939597677,0.5763081312179565,14.830880103759684,32.0,14.830880103759684,24.0,70.83088010375968,0.0446927374301676,0.276536312849162,0.2206703910614525,0.1340782122905028
林德福,18,3,2,0,0,358,0.00022722159244331638,0.04262832552194595,0.08134533009470726,6.0,0.08134533009470726,0.0,6.081345330094707,0.008379888268156424,0.00558659217877095,0.0,0.0
林德福,19,1,0,0,0,358,8.332542692430964e-05,0.00680580735206604,0.029830502838902852,2.0,0.029830502838902852,0.0,2.029830502838903,0.002793296089385475,0.0,0.0,0.0
林德福,20,5,3,3,3,358,0.0011999387673921357,0.1432567983865738,0.4295780787263846,10.0,0.4295780787263846,1.5,11.929578078726385,0.013966480446927373,0.008379888268156424,0.008379888268156424,0.008379888268156424
林德福,21,1,19,18,17,358,0.02970429605056265,0.7869811654090881,10.634137986101429,2.0,10.634137986101429,8.5,21.13413798610143,0.002793296089385475,0.05307262569832402,0.05027932960893855,0.04748603351955307
林德福,22,2,1,1,1,358,0.002793296089385475,1.0,1.0,4.0,1.0,0.5,5.5,0.00558659217877095,0.002793296089385475,0.002793296089385475,0.002793296089385475
林德福,23,0,6,5,4,358,0.007898036331960257,0.6153861880302429,2.8274970068417717,0.0,2.8274970068417717,2.0,4.827497006841772,0.0,0.01675977653631285,0.013966480446927373,0.0111731843575419
林德福,24,1,0,0,0,358,9.25109112987025e-06,0.0013817229773849249,0.0033118906244935494,2.0,0.0033118906244935494,0.0,2.0033118906244933,0.002793296089385475,0.0,0.0,0.0
林德福,25,1,0,0,0,358,8.01441328840414e-09,9.542420684738318e-07,2.869159957248682e-06,2.0,2.869159957248682e-06,0.0,2.000002869159957,0.002793296089385475,0.0,0.0,0.0
林德福,26,2,12,7,5,358,0.005133360873590498,0.5308422446250916,1.8377431927453982,4.0,1.8377431927453982,2.5,8.337743192745398,0.00558659217877095,0.0335195530726257,0.019553072625698324,0.013966480446927373
林德福,27,3,14,4,1,358,0.002182026665409244,0.1214287206530571,0.7811655462165092,6.0,0.7811655462165092,0.5,7.281165546216509,0.008379888268156424,0.03910614525139665,0.0111731843575419,0.002793296089385475
林德福,28,3,5,5,2,358,0.002289267330287363,0.4470504820346832,0.8195577042428761,6.0,0.8195577042428761,1.0,7.819557704242876,0.008379888268156424,0.013966480446927373,0.013966480446927373,0.00558659217877095
林德福,29,1,12,3,0,358,0.0016095160609352612,0.055336493998765945,0.5762067498148236,2.0,0.5762067498148236,0.0,2.5762067498148236,0.002793296089385475,0.0335195530726257,0.008379888268156424,0.0
林德福,30,1,17,13,8,358,0.011969022594122676,0.5784146785736084,4.284910088695918,2.0,4.284910088695918,4.0,10.284910088695918,0.002793296089385475,0.04748603351955307,0.036312849162011177,0.0223463687150838
林德福,31,1,9,4,3,358,0.004993421701978601,0.6469622254371643,1.7876449693083392,2.0,1.7876449693083392,1.5,5.287644969308339,0.002793296089385475,0.025139664804469275,0.0111731843575419,0.008379888268156424
林德福,32,3,2,2,2,358,0.0024357266053303384,0.7409217953681946,0.8719901247082611,6.0,0.8719901247082611,1.0,7.871990124708261,0.008379888268156424,0.00558659217877095,0.00558659217877095,0.00558659217877095
林德福,33,1,25,13,9,358,0.017012389191194993,0.8486911058425903,6.090435330447808,2.0,6.090435330447808,4.5,12.590435330447807,0.002793296089385475,0.06983240223463687,0.036312849162011177,0.025139664804469275
林德福,34,1,10,5,4,358,0.0024708838240049464,0.1507921665906906,0.8845764089937708,2.0,0.8845764089937708,2.0,4.884576408993771,0.002793296089385475,0.027932960893854747,0.013966480446927373,0.0111731843575419
林德福,35,0,10,9,6,358,0.008949890841475907,0.6094753742218018,3.2040609212483746,0.0,3.2040609212483746,3.0,6.204060921248375,0.0,0.027932960893854747,0.025139664804469275,0.01675977653631285
林德福,36,1,2,2,2,358,0.005375237607205952,0.9572011828422546,1.924335063379731,2.0,1.924335063379731,1.0,4.924335063379731,0.002793296089385475,0.00558659217877095,0.00558659217877095,0.00558659217877095
林德福,37,0,7,4,2,358,0.0016092420272718658,0.10755962878465652,0.576108645763328,0.0,0.576108645763328,1.0,1.576108645763328,0.0,0.019553072625698324,0.0111731843575419,0.00558659217877095
林德福,38,0,6,2,1,358,0.00316064598069298,0.874462902545929,1.1315112610880869,0.0,1.1315112610880869,0.5,1.6315112610880869,0.0,0.01675977653631285,0.00558659217877095,0.002793296089385475
林德福,39,2,10,2,0,358,0.0014577118414725368,0.07094010710716248,0.5218608392471682,4.0,0.5218608392471682,0.0,4.521860839247168,0.00558659217877095,0.027932960893854747,0.00558659217877095,0.0
林德福,40,5,3,1,1,358,0.0008954837428447492,0.1593586802482605,0.3205831799384202,10.0,0.3205831799384202,0.5,10.82058317993842,0.013966480446927373,0.008379888268156424,0.002793296089385475,0.002793296089385475
林德福,41,2,2,2,2,358,0.004937575197996336,0.8988789916038513,1.7676519208826884,4.0,1.7676519208826884,1.0,6.767651920882688,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095
林德福,43,1,4,1,0,358,0.0009166861450753841,0.052040617913007736,0.3281736399369875,2.0,0.3281736399369875,0.0,2.3281736399369874,0.002793296089385475,0.0111731843575419,0.002793296089385475,0.0
林德福,44,2,4,1,0,358,0.000855196357251693,0.06777209043502808,0.3061602958961061,4.0,0.3061602958961061,0.0,4.306160295896106,0.00558659217877095,0.0111731843575419,0.002793296089385475,0.0
林德福,45,2,53,16,5,358,0.010536287406108989,0.5901917219161987,3.771990891387018,4.0,3.771990891387018,2.5,10.271990891387018,0.00558659217877095,0.14804469273743018,0.0446927374301676,0.013966480446927373
林德福,46,2,0,0,0,358,2.0475276257532e-06,6.930807285243645e-05,0.0007330148900196456,4.0,0.0007330148900196456,0.0,4.000733014890019,0.00558659217877095,0.0,0.0,0.0
林德福,47,6,12,3,1,358,0.0025002480519249913,0.3108309209346771,0.8950888025891469,12.0,0.8950888025891469,0.5,13.395088802589147,0.01675977653631285,0.0335195530726257,0.008379888268156424,0.002793296089385475
林德福,48,4,3,0,0,358,0.0007742260089851346,0.04952443391084671,0.2771729112166782,8.0,0.2771729112166782,0.0,8.277172911216677,0.0111731843575419,0.008379888268156424,0.0,0.0
林德福,49,3,6,4,4,358,0.001578158049518671,0.130347341299057,0.5649805817276842,6.0,0.5649805817276842,2.0,8.564980581727685,0.008379888268156424,0.01675977653631285,0.0111731843575419,0.0111731843575419
林德福,50,1,2,2,2,358,0.004507132951908148,0.7621210813522339,1.6135535967831172,2.0,1.6135535967831172,1.0,4.613553596783117,0.002793296089385475,0.00558659217877095,0.00558659217877095,0.00558659217877095
林德福,51,1,5,2,1,358,0.0016757033135027023,0.14506763219833374,0.5999017862339674,2.0,0.5999017862339674,0.5,3.0999017862339673,0.002793296089385475,0.013966480446927373,0.00558659217877095,0.002793296089385475
林德福,53,29,10,7,3,358,0.007352117826042365,0.7657292485237122,2.6320581817231665,58.0,2.6320581817231665,1.5,62.13205818172317,0.08100558659217877,0.027932960893854747,0.019553072625698324,0.008379888268156424
林德福,54,2,0,0,0,358,0.0001980881269822842,0.010827602818608284,0.07091554945965774,4.0,0.07091554945965774,0.0,4.070915549459658,0.00558659217877095,0.0,0.0,0.0
林德福,56,1,8,3,1,358,0.0031658646933218995,0.44323471188545227,1.13337956020924,2.0,1.13337956020924,0.5,3.63337956020924,0.002793296089385475,0.0223463687150838,0.008379888268156424,0.002793296089385475
林德福,57,2,2,1,0,358,0.00045326231596965686,0.07442864775657654,0.16226790911713715,4.0,0.16226790911713715,0.0,4.162267909117137,0.00558659217877095,0.00558659217877095,0.002793296089385475,0.0
林德福,58,0,8,3,3,358,0.007983435984113158,0.8630629777908325,2.8580700823125103,0.0,2.8580700823125103,1.5,4.35807008231251,0.0,0.0223463687150838,0.008379888268156424,0.008379888268156424
林德福,59,1,3,2,0,358,0.0006873325594186925,0.0922195240855217,0.2460650562718919,2.0,0.2460650562718919,0.0,2.246065056271892,0.002793296089385475,0.008379888268156424,0.00558659217877095,0.0
林德福,60,16,9,5,1,358,0.0020478484680725075,0.18507054448127747,0.7331297515699577,32.0,0.7331297515699577,0.5,33.233129751569955,0.0446927374301676,0.025139664804469275,0.013966480446927373,0.002793296089385475
林德福,62,2,0,0,0,358,0.00026267724064006935,0.009887201711535454,0.09403845214914483,4.0,0.09403845214914483,0.0,4.094038452149145,0.00558659217877095,0.0,0.0,0.0
林德福,63,5,4,0,0,358,0.0007961975582799907,0.04805351421236992,0.2850387258642367,10.0,0.2850387258642367,0.0,10.285038725864236,0.013966480446927373,0.0111731843575419,0.0,0.0
林德福,65,2,82,41,20,358,0.02765741455649204,0.6131241917610168,9.901354411224151,4.0,9.901354411224151,10.0,23.90135441122415,0.00558659217877095,0.22905027932960895,0.11452513966480447,0.055865921787709494
林德福,66,0,7,3,2,358,0.0027478075802456576,0.33442923426628113,0.9837151137279454,0.0,0.9837151137279454,1.0,1.9837151137279454,0.0,0.019553072625698324,0.008379888268156424,0.00558659217877095
林德福,67,1,1,0,0,358,0.00041664740047695246,0.028803177177906036,0.14915976937074898,2.0,0.14915976937074898,0.0,2.149159769370749,0.002793296089385475,0.002793296089385475,0.0,0.0
林德福,68,0,12,7,3,358,0.0033970927011778935,0.39240458607673645,1.216159187021686,0.0,1.216159187021686,1.5,2.716159187021686,0.0,0.0335195530726257,0.019553072625698324,0.008379888268156424
林德福,69,3,14,7,4,358,0.009113447524281053,0.7185841202735901,3.2626142136926166,6.0,3.2626142136926166,2.0,11.262614213692617,0.008379888268156424,0.03910614525139665,0.019553072625698324,0.0111731843575419
林德福,71,0,14,9,9,358,0.016345877852024706,0.6513189673423767,5.851824271024845,0.0,5.851824271024845,4.5,10.351824271024846,0.0,0.03910614525139665,0.025139664804469275,0.025139664804469275
林德福,72,0,4,3,3,358,0.005464045964390315,0.8187949061393738,1.9561284552517326,0.0,1.9561284552517326,1.5,3.456128455251733,0.0,0.0111731843575419,0.008379888268156424,0.008379888268156424
林德福,73,3,0,0,0,358,0.00014588623757148678,0.017885519191622734,0.05222727305059227,6.0,0.05222727305059227,0.0,6.052227273050592,0.008379888268156424,0.0,0.0,0.0
林德福,74,2,22,16,6,358,0.007006930981527397,0.3972212076187134,2.508481291386808,4.0,2.508481291386808,3.0,9.508481291386808,0.00558659217877095,0.061452513966480445,0.0446927374301676,0.01675977653631285
林德福,75,2,2,1,1,358,0.00048055017009560714,0.10635466128587723,0.17203696089422735,4.0,0.17203696089422735,0.5,4.672036960894228,0.00558659217877095,0.00558659217877095,0.002793296089385475,0.002793296089385475
林德福,77,2,14,13,5,358,0.004640643654526922,0.5302305817604065,1.6613504283206382,4.0,1.6613504283206382,2.5,8.161350428320638,0.00558659217877095,0.03910614525139665,0.036312849162011177,0.013966480446927373
林德福,78,0,21,15,9,358,0.005888935022838938,0.47940337657928467,2.1082387381763397,0.0,2.1082387381763397,4.5,6.60823873817634,0.0,0.05865921787709497,0.04189944134078212,0.025139664804469275
林德福,79,0,17,6,2,358,0.0036534664737841527,0.36065712571144104,1.3079409976147267,0.0,1.3079409976147267,1.0,2.3079409976147267,0.0,0.04748603351955307,0.01675977653631285,0.00558659217877095
林德福,80,1,0,0,0,358,7.540456964786502e-05,0.006565317045897245,0.026994835933935677,2.0,0.026994835933935677,0.0,2.0269948359339356,0.002793296089385475,0.0,0.0,0.0
林德福,82,6,10,5,3,358,0.003450233861848154,0.5424408912658691,1.235183722541639,12.0,1.235183722541639,1.5,14.735183722541638,0.01675977653631285,0.027932960893854747,0.013966480446927373,0.008379888268156424
林德福,83,2,105,66,30,358,0.04086233764604452,0.47398218512535095,14.628716877283939,4.0,14.628716877283939,15.0,33.628716877283935,0.00558659217877095,0.29329608938547486,0.18435754189944134,0.08379888268156424
林德福,84,3,5,5,3,358,0.006597035071706467,0.7522560358047485,2.3617385556709154,6.0,2.3617385556709154,1.5,9.861738555670915,0.008379888268156424,0.013966480446927373,0.013966480446927373,0.008379888268156424
林德福,85,1,4,2,2,358,0.003800178614437716,0.6400147676467896,1.3604639439687023,2.0,1.3604639439687023,1.0,4.3604639439687025,0.002793296089385475,0.0111731843575419,0.00558659217877095,0.00558659217877095
林德福,86,1,18,2,0,358,0.002416877364496813,0.07828927785158157,0.8652420964898591,2.0,0.8652420964898591,0.0,2.865242096489859,0.002793296089385475,0.05027932960893855,0.00558659217877095,0.0
林德福,87,14,32,21,19,358,0.03221443208706702,0.6688976883888245,11.532766687169993,28.0,11.532766687169993,9.5,49.032766687169996,0.03910614525139665,0.0893854748603352,0.05865921787709497,0.05307262569832402
林德福,88,0,7,1,1,358,0.0012981568889034534,0.14200687408447266,0.46474016622743636,0.0,0.46474016622743636,0.5,0.9647401662274364,0.0,0.019553072625698324,0.002793296089385475,0.002793296089385475
林德福,89,2,1,0,0,358,0.0003894056989572128,0.026089616119861603,0.1394072402266822,4.0,0.1394072402266822,0.0,4.139407240226682,0.00558659217877095,0.002793296089385475,0.0,0.0
林德福,90,4,20,20,7,358,0.007648132500251306,0.8465829491615295,2.7380314350899675,8.0,2.7380314350899675,3.5,14.238031435089967,0.0111731843575419,0.055865921787709494,0.055865921787709494,0.019553072625698324
林德福,91,3,7,5,2,358,0.002282655180270869,0.13829505443572998,0.8171905545369712,6.0,0.8171905545369712,1.0,7.817190554536971,0.008379888268156424,0.019553072625698324,0.013966480446927373,0.00558659217877095
林德福,92,2,12,7,0,358,0.002302858364692449,0.08071744441986084,0.8244232945598968,4.0,0.8244232945598968,0.0,4.824423294559897,0.00558659217877095,0.0335195530726257,0.019553072625698324,0.0
林德福,93,0,5,4,3,358,0.0022722990190884363,0.4778236746788025,0.8134830488336602,0.0,0.8134830488336602,1.5,2.3134830488336604,0.0,0.013966480446927373,0.0111731843575419,0.008379888268156424
林德福,94,0,11,4,2,358,0.004529522380143383,0.5937058925628662,1.6215690120913313,0.0,1.6215690120913313,1.0,2.6215690120913315,0.0,0.030726256983240222,0.0111731843575419,0.00558659217877095
林德福,95,1,12,12,4,358,0.003322197061195073,0.13708873093128204,1.1893465479078362,2.0,1.1893465479078362,2.0,5.189346547907836,0.002793296089385475,0.0335195530726257,0.0335195530726257,0.0111731843575419
林德福,96,4,11,7,4,358,0.006120349877520654,0.8431701064109802,2.191085256152394,8.0,2.191085256152394,2.0,12.191085256152395,0.0111731843575419,0.030726256983240222,0.019553072625698324,0.0111731843575419
林德福,99,1,8,2,2,358,0.0038445382192174487,0.57341068983078,1.3763446824798466,2.0,1.3763446824798466,1.0,4.376344682479846,0.002793296089385475,0.0223463687150838,0.00558659217877095,0.00558659217877095
林德福,101,0,5,2,1,358,0.000854141200496639,0.11755282431840897,0.3057825497777968,0.0,0.3057825497777968,0.5,0.8057825497777968,0.0,0.013966480446927373,0.00558659217877095,0.002793296089385475
林德福,102,4,5,3,2,358,0.0012862960658707756,0.11921008676290512,0.46049399158173765,8.0,0.46049399158173765,1.0,9.460493991581737,0.0111731843575419,0.013966480446927373,0.008379888268156424,0.00558659217877095
林德福,103,0,24,7,4,358,0.005993172497396847,0.42217913269996643,2.1455557540680714,0.0,2.1455557540680714,2.0,4.145555754068072,0.0,0.0670391061452514,0.019553072625698324,0.0111731843575419
林德福,106,0,11,4,2,358,0.005248198386247729,0.762400209903717,1.8788550222766869,0.0,1.8788550222766869,1.0,2.878855022276687,0.0,0.030726256983240222,0.0111731843575419,0.00558659217877095
林德福,107,2,4,1,1,358,0.0026649209409801496,0.7448936104774475,0.9540416968708936,4.0,0.9540416968708936,0.5,5.454041696870894,0.00558659217877095,0.0111731843575419,0.002793296089385475,0.002793296089385475
林德福,108,1,74,27,2,358,0.014146273143334867,0.5126230120658875,5.064365785313883,2.0,5.064365785313883,1.0,8.064365785313882,0.002793296089385475,0.20670391061452514,0.07541899441340782,0.00558659217877095
林德福,109,2,0,0,0,358,1.1527626034156187e-06,8.638739382149652e-05,0.0004126890120227915,4.0,0.0004126890120227915,0.0,4.000412689012022,0.00558659217877095,0.0,0.0,0.0
林德福,112,0,11,4,3,358,0.005866609849390642,0.5932269096374512,2.10024632608185,0.0,2.10024632608185,1.5,3.60024632608185,0.0,0.030726256983240222,0.0111731843575419,0.008379888268156424
林德福,113,2,3,0,0,358,0.0002609942842903987,0.026498571038246155,0.09343595377596273,4.0,0.09343595377596273,0.0,4.093435953775963,0.00558659217877095,0.008379888268156424,0.0,0.0
林德福,114,0,19,5,1,358,0.0030306028256819003,0.33230921626091003,1.0849558115941202,0.0,1.0849558115941202,0.5,1.5849558115941202,0.0,0.05307262569832402,0.013966480446927373,0.002793296089385475
林德福,115,3,3,3,1,358,0.003448854637672505,0.6857516169548035,1.2346899602867567,6.0,1.2346899602867567,0.5,7.734689960286756,0.008379888268156424,0.008379888268156424,0.008379888268156424,0.002793296089385475
林德福,117,1,2,2,1,358,0.0022717123470270485,0.7423411011695862,0.8132730202356834,2.0,0.8132730202356834,0.5,3.3132730202356835,0.002793296089385475,0.00558659217877095,0.00558659217877095,0.002793296089385475
林德福,118,1,73,9,4,358,0.012804037168665707,0.4021711051464081,4.583845306382323,2.0,4.583845306382323,2.0,8.583845306382322,0.002793296089385475,0.20391061452513967,0.025139664804469275,0.0111731843575419
林德福,119,0,5,4,3,358,0.0023622932352615647,0.4828348457813263,0.8457009782236402,0.0,0.8457009782236402,1.5,2.34570097822364,0.0,0.013966480446927373,0.0111731843575419,0.008379888268156424
林德福,120,2,11,4,0,358,0.001754541907161862,0.0992002859711647,0.6281260027639466,4.0,0.6281260027639466,0.0,4.628126002763946,0.00558659217877095,0.030726256983240222,0.0111731843575419,0.0
林德福,121,0,12,5,1,358,0.0029320959243198086,0.47375252842903137,1.0496903409064915,0.0,1.0496903409064915,0.5,1.5496903409064915,0.0,0.0335195530726257,0.013966480446927373,0.002793296089385475
林德福,122,0,24,7,3,358,0.00700559066178891,0.5552433729171753,2.5080014569204296,0.0,2.5080014569204296,1.5,4.00800145692043,0.0,0.0670391061452514,0.019553072625698324,0.008379888268156424
林德福,123,2,8,3,0,358,0.0011551693733668972,0.06168951094150543,0.4135506356653492,4.0,0.4135506356653492,0.0,4.4135506356653496,0.00558659217877095,0.0223463687150838,0.008379888268156424,0.0
林德福,124,1,14,12,8,358,0.010919669412744477,0.5738875269889832,3.9092416497625226,2.0,3.9092416497625226,4.0,9.909241649762523,0.002793296089385475,0.03910614525139665,0.0335195530726257,0.0223463687150838
林德福,126,2,5,1,0,358,0.0010142184933209886,0.06850571930408478,0.36309022060891394,4.0,0.36309022060891394,0.0,4.363090220608914,0.00558659217877095,0.013966480446927373,0.002793296089385475,0.0
林德福,127,0,4,4,4,358,0.004557409790264129,0.6778515577316284,1.6315527049145584,0.0,1.6315527049145584,2.0,3.6315527049145584,0.0,0.0111731843575419,0.0111731843575419,0.0111731843575419
林德福,128,0,104,77,42,358,0.05668927427644847,0.5811939835548401,20.294760190968553,0.0,20.294760190968553,21.0,41.29476019096855,0.0,0.2905027932960894,0.21508379888268156,0.11731843575418995
林德福,129,2,0,0,0,358,6.352361628087158e-06,0.001292396686039865,0.0022741454628552025,4.0,0.0022741454628552025,0.0,4.002274145462855,0.00558659217877095,0.0,0.0,0.0
林德福,130,1,0,0,0,358,0.0001904134782988148,0.008916514925658703,0.06816802523097569,2.0,0.06816802523097569,0.0,2.0681680252309755,0.002793296089385475,0.0,0.0,0.0
林德福,131,10,3,3,3,358,0.007269678404797976,0.8702268004417419,2.6025448689176756,20.0,2.6025448689176756,1.5,24.102544868917676,0.027932960893854747,0.008379888268156424,0.008379888268156424,0.008379888268156424
林德福,132,0,12,9,1,358,0.0023410229571018478,0.13320603966712952,0.8380862186424615,0.0,0.8380862186424615,0.5,1.3380862186424616,0.0,0.0335195530726257,0.025139664804469275,0.002793296089385475
林德福,133,1,5,0,0,358,0.0007405001383971219,0.04482479393482208,0.26509904954616964,2.0,0.26509904954616964,0.0,2.2650990495461696,0.002793296089385475,0.013966480446927373,0.0,0.0
林德福,135,0,4,1,1,358,0.0016482247582321058,0.33606866002082825,0.5900644634470938,0.0,0.5900644634470938,0.5,1.090064463447094,0.0,0.0111731843575419,0.002793296089385475,0.002793296089385475
林德福,136,0,15,10,2,358,0.00338952872928617,0.30687034130096436,1.2134512850844488,0.0,1.2134512850844488,1.0,2.2134512850844485,0.0,0.04189944134078212,0.027932960893854747,0.00558659217877095
林德福,137,0,10,4,2,358,0.002741326892897959,0.40695562958717346,0.9813950276574692,0.0,0.9813950276574692,1.0,1.9813950276574692,0.0,0.027932960893854747,0.0111731843575419,0.00558659217877095
林德福,138,1,13,8,4,358,0.004020454445863925,0.5278135538101196,1.4393226916192852,2.0,1.4393226916192852,2.0,5.439322691619285,0.002793296089385475,0.036312849162011177,0.0223463687150838,0.0111731843575419
林德福,140,1,14,3,0,358,0.0019954681888912067,0.09240827709436417,0.714377611623052,2.0,0.714377611623052,0.0,2.714377611623052,0.002793296089385475,0.03910614525139665,0.008379888268156424,0.0
林德福,141,1,6,1,0,358,0.0011136691221872998,0.054852891713380814,0.3986935457430534,2.0,0.3986935457430534,0.0,2.398693545743053,0.002793296089385475,0.01675977653631285,0.002793296089385475,0.0
林德福,143,0,5,4,4,358,0.0061718344820653566,0.5530771017074585,2.2095167445793975,0.0,2.2095167445793975,2.0,4.209516744579398,0.0,0.013966480446927373,0.0111731843575419,0.0111731843575419
林德福,144,2,6,4,1,358,0.0026863779182140753,0.5658590197563171,0.961723294720639,4.0,0.961723294720639,0.5,5.461723294720639,0.00558659217877095,0.01675977653631285,0.0111731843575419,0.002793296089385475
林德福,145,0,7,3,2,358,0.001898639056792394,0.15949667990207672,0.6797127823316771,0.0,0.6797127823316771,1.0,1.679712782331677,0.0,0.019553072625698324,0.008379888268156424,0.00558659217877095
林德福,147,0,9,6,5,358,0.006464162235130253,0.6076948046684265,2.3141700801766305,0.0,2.3141700801766305,2.5,4.8141700801766305,0.0,0.025139664804469275,0.01675977653631285,0.013966480446927373
林德福,148,0,3,1,1,358,0.0027464449315941298,0.8201882839202881,0.9832272855106985,0.0,0.9832272855106985,0.5,1.4832272855106985,0.0,0.008379888268156424,0.002793296089385475,0.002793296089385475
林德福,149,0,99,73,35,358,0.03818336445532311,0.5250363349914551,13.669644475005674,0.0,13.669644475005674,17.5,31.169644475005676,0.0,0.276536312849162,0.20391061452513967,0.09776536312849161
林德福,150,3,21,8,1,358,0.0041283790086857584,0.39251554012298584,1.4779596851095014,6.0,1.4779596851095014,0.5,7.977959685109502,0.008379888268156424,0.05865921787709497,0.0223463687150838,0.002793296089385475
林德福,151,0,10,3,2,358,0.003479130042591099,0.44136983156204224,1.2455285552476134,0.0,1.2455285552476134,1.0,2.2455285552476134,0.0,0.027932960893854747,0.008379888268156424,0.00558659217877095
林德福,152,0,13,13,11,358,0.008941572620630459,0.6577819585800171,3.2010829981857043,0.0,3.2010829981857043,5.5,8.701082998185704,0.0,0.036312849162011177,0.036312849162011177,0.030726256983240222
