委員姓名,主題ID,直接發言次數,低相關發言次數,中相關發言次數,高相關發言次數,總發言次數,平均相關性,最大相關性,總相關性,基礎關心度,加權關心度,質量加分,最終關心度評分,直接參與率,低相關率,中相關率,高相關率
江啟臣,72,0,17,12,10,323,0.02391126985511666,0.8310241103172302,7.723340163202681,0.0,7.723340163202681,5.0,12.723340163202682,0.0,0.05263157894736842,0.03715170278637771,0.030959752321981424
江啟臣,73,1,4,1,1,323,0.0009382091087163795,0.16674816608428955,0.3030415421153906,2.0,0.3030415421153906,0.5,2.8030415421153907,0.0030959752321981426,0.01238390092879257,0.0030959752321981426,0.0030959752321981426
江啟臣,74,1,17,12,5,323,0.004211344179443668,0.12051010876893997,1.3602641699603049,2.0,1.3602641699603049,2.5,5.860264169960304,0.0030959752321981426,0.05263157894736842,0.03715170278637771,0.015479876160990712
江啟臣,75,8,2,2,1,323,0.0007124763111892893,0.1035693883895874,0.23012984851414042,16.0,0.23012984851414042,0.5,16.73012984851414,0.02476780185758514,0.006191950464396285,0.006191950464396285,0.0030959752321981426
江啟臣,77,1,61,43,20,323,0.02896437034313817,0.6220171451568604,9.355491620833629,2.0,9.355491620833629,10.0,21.35549162083363,0.0030959752321981426,0.18885448916408668,0.13312693498452013,0.06191950464396285
江啟臣,78,2,8,7,2,323,0.002191195576019475,0.1119120642542839,0.7077561710542905,4.0,0.7077561710542905,1.0,5.707756171054291,0.006191950464396285,0.02476780185758514,0.021671826625386997,0.006191950464396285
江啟臣,79,3,26,12,2,323,0.0060272822263135895,0.3586772084236145,1.9468121590992895,6.0,1.9468121590992895,1.0,8.94681215909929,0.009287925696594427,0.0804953560371517,0.03715170278637771,0.006191950464396285
江啟臣,81,1,1,0,0,323,0.0003231226484253727,0.021953057497739792,0.10436861544139539,2.0,0.10436861544139539,0.0,2.104368615441395,0.0030959752321981426,0.0030959752321981426,0.0,0.0
江啟臣,83,1,7,1,0,323,0.0011976443234980045,0.0789693295955658,0.3868391164898555,2.0,0.3868391164898555,0.0,2.3868391164898553,0.0030959752321981426,0.021671826625386997,0.0030959752321981426,0.0
江啟臣,86,4,13,5,3,323,0.006215338811754606,0.6249757409095764,2.0075544361967377,8.0,2.0075544361967377,1.5,11.507554436196738,0.01238390092879257,0.04024767801857585,0.015479876160990712,0.009287925696594427
江啟臣,88,2,9,2,1,323,0.0034700946310838704,0.7442975044250488,1.1208405658400902,4.0,1.1208405658400902,0.5,5.620840565840091,0.006191950464396285,0.02786377708978328,0.006191950464396285,0.0030959752321981426
江啟臣,89,3,9,4,2,323,0.0027293209454238524,0.1277589052915573,0.8815706653719043,6.0,0.8815706653719043,1.0,7.881570665371904,0.009287925696594427,0.02786377708978328,0.01238390092879257,0.006191950464396285
江啟臣,90,1,13,13,2,323,0.0036672797232394022,0.16733330488204956,1.1845313506063269,2.0,1.1845313506063269,1.0,4.184531350606327,0.0030959752321981426,0.04024767801857585,0.04024767801857585,0.006191950464396285
江啟臣,91,4,11,7,5,323,0.006194482365880395,0.5915819406509399,2.0008178041793676,8.0,2.0008178041793676,2.5,12.500817804179368,0.01238390092879257,0.034055727554179564,0.021671826625386997,0.015479876160990712
江啟臣,92,0,9,6,2,323,0.004935305270271727,0.5966362357139587,1.5941036022977677,0.0,1.5941036022977677,1.0,2.5941036022977677,0.0,0.02786377708978328,0.018575851393188854,0.006191950464396285
江啟臣,93,2,7,4,0,323,0.0012481727560977205,0.09519453346729279,0.40315980021956377,4.0,0.40315980021956377,0.0,4.403159800219564,0.006191950464396285,0.021671826625386997,0.01238390092879257,0.0
江啟臣,94,3,77,51,29,323,0.0362240248082693,0.6037563681602478,11.700360013070984,6.0,11.700360013070984,14.5,32.200360013070984,0.009287925696594427,0.23839009287925697,0.15789473684210525,0.08978328173374613
江啟臣,95,4,5,3,2,323,0.00483386513520425,0.7179737687110901,1.5613384386709728,8.0,1.5613384386709728,1.0,10.561338438670973,0.01238390092879257,0.015479876160990712,0.009287925696594427,0.006191950464396285
江啟臣,96,2,4,3,0,323,0.0009250381822987514,0.08543563634157181,0.2987873328824967,4.0,0.2987873328824967,0.0,4.298787332882497,0.006191950464396285,0.01238390092879257,0.009287925696594427,0.0
江啟臣,97,4,4,0,0,323,0.0005038828572329236,0.049816399812698364,0.16275416288623434,8.0,0.16275416288623434,0.0,8.162754162886234,0.01238390092879257,0.01238390092879257,0.0,0.0
江啟臣,98,2,8,2,1,323,0.0015529458909049408,0.12243995815515518,0.5016015227622959,4.0,0.5016015227622959,0.5,5.001601522762296,0.006191950464396285,0.02476780185758514,0.006191950464396285,0.0030959752321981426
江啟臣,99,0,9,2,1,323,0.002890494986909814,0.5420619249343872,0.9336298807718699,0.0,0.9336298807718699,0.5,1.43362988077187,0.0,0.02786377708978328,0.006191950464396285,0.0030959752321981426
江啟臣,101,0,7,3,1,323,0.002288362795341063,0.47298285365104675,0.7391411828951633,0.0,0.7391411828951633,0.5,1.2391411828951633,0.0,0.021671826625386997,0.009287925696594427,0.0030959752321981426
江啟臣,102,5,9,6,2,323,0.0032889435969504143,0.4460581839084625,1.0623287818149838,10.0,1.0623287818149838,1.0,12.062328781814983,0.015479876160990712,0.02786377708978328,0.018575851393188854,0.006191950464396285
江啟臣,103,0,17,7,3,323,0.004132483077797343,0.4647987484931946,1.334792034128542,0.0,1.334792034128542,1.5,2.834792034128542,0.0,0.05263157894736842,0.021671826625386997,0.009287925696594427
江啟臣,104,13,5,2,0,323,0.0018727461681950948,0.08613329380750656,0.6048970123270156,26.0,0.6048970123270156,0.0,26.604897012327015,0.04024767801857585,0.015479876160990712,0.006191950464396285,0.0
江啟臣,105,2,6,1,0,323,0.0017078810582096323,0.06761304289102554,0.5516455818017112,4.0,0.5516455818017112,0.0,4.551645581801711,0.006191950464396285,0.018575851393188854,0.0030959752321981426,0.0
江啟臣,106,0,8,2,2,323,0.0053155563783173375,0.7727267742156982,1.7169247101965,0.0,1.7169247101965,1.0,2.7169247101965,0.0,0.02476780185758514,0.006191950464396285,0.006191950464396285
江啟臣,107,2,14,0,0,323,0.0034602538572441263,0.04526834562420845,1.1176619958898528,4.0,1.1176619958898528,0.0,5.117661995889852,0.006191950464396285,0.043343653250773995,0.0,0.0
江啟臣,108,2,6,0,0,323,0.0009702805559955207,0.04270785674452782,0.3134006195865532,4.0,0.3134006195865532,0.0,4.313400619586553,0.006191950464396285,0.018575851393188854,0.0,0.0
江啟臣,109,9,0,0,0,323,2.173982667240608e-05,0.0017250911332666874,0.0070219640151871635,18.0,0.0070219640151871635,0.0,18.007021964015188,0.02786377708978328,0.0,0.0,0.0
江啟臣,110,6,6,4,2,323,0.0036678680634861967,0.5058375000953674,1.1847213845060416,12.0,1.1847213845060416,1.0,14.184721384506041,0.018575851393188854,0.018575851393188854,0.01238390092879257,0.006191950464396285
江啟臣,112,1,7,1,0,323,0.001081810496868633,0.05184163525700569,0.34942479048856845,2.0,0.34942479048856845,0.0,2.3494247904885683,0.0030959752321981426,0.021671826625386997,0.0030959752321981426,0.0
江啟臣,113,2,4,0,0,323,0.0005824192298018607,0.03384238854050636,0.188121411226001,4.0,0.188121411226001,0.0,4.1881214112260015,0.006191950464396285,0.01238390092879257,0.0,0.0
江啟臣,114,2,23,8,4,323,0.006887193136034318,0.44040483236312866,2.2245633829390847,4.0,2.2245633829390847,2.0,8.224563382939085,0.006191950464396285,0.07120743034055728,0.02476780185758514,0.01238390092879257
江啟臣,115,0,7,4,4,323,0.008533494843444574,0.6802608966827393,2.756318834432597,0.0,2.756318834432597,2.0,4.756318834432597,0.0,0.021671826625386997,0.01238390092879257,0.01238390092879257
江啟臣,116,1,11,5,2,323,0.0021248372819841405,0.11014305055141449,0.6863224420808773,2.0,0.6863224420808773,1.0,3.6863224420808773,0.0030959752321981426,0.034055727554179564,0.015479876160990712,0.006191950464396285
江啟臣,117,1,2,2,2,323,0.005189818092381932,0.8725061416625977,1.676311243839364,2.0,1.676311243839364,1.0,4.676311243839364,0.0030959752321981426,0.006191950464396285,0.006191950464396285,0.006191950464396285
江啟臣,118,1,17,4,1,323,0.0034155597062487148,0.34888315200805664,1.103225785118335,2.0,1.103225785118335,0.5,3.603225785118335,0.0030959752321981426,0.05263157894736842,0.01238390092879257,0.0030959752321981426
江啟臣,120,0,17,9,3,323,0.005255795412311227,0.5084967613220215,1.6976219181765264,0.0,1.6976219181765264,1.5,3.1976219181765266,0.0,0.05263157894736842,0.02786377708978328,0.009287925696594427
江啟臣,121,0,2,2,1,323,0.0021000438343105237,0.44792675971984863,0.6783141584822991,0.0,0.6783141584822991,0.5,1.1783141584822991,0.0,0.006191950464396285,0.006191950464396285,0.0030959752321981426
江啟臣,123,2,8,6,1,323,0.0030576737173432025,0.43337535858154297,0.9876286107018544,4.0,0.9876286107018544,0.5,5.487628610701854,0.006191950464396285,0.02476780185758514,0.018575851393188854,0.0030959752321981426
江啟臣,124,1,59,47,31,323,0.02608527820594945,0.586554229259491,8.425544860521672,2.0,8.425544860521672,15.5,25.925544860521672,0.0030959752321981426,0.1826625386996904,0.14551083591331268,0.09597523219814241
江啟臣,125,0,4,1,1,323,0.0025848651969085615,0.5130454301834106,0.8349114586014653,0.0,0.8349114586014653,0.5,1.3349114586014652,0.0,0.01238390092879257,0.0030959752321981426,0.0030959752321981426
江啟臣,127,0,2,2,1,323,0.002470307942938142,0.6465525031089783,0.79790946556902,0.0,0.79790946556902,0.5,1.29790946556902,0.0,0.006191950464396285,0.006191950464396285,0.0030959752321981426
江啟臣,128,0,6,3,1,323,0.00209219284423073,0.4167287051677704,0.6757782886865258,0.0,0.6757782886865258,0.5,1.1757782886865258,0.0,0.018575851393188854,0.009287925696594427,0.0030959752321981426
江啟臣,130,2,2,1,1,323,0.00233994292087587,0.6522781848907471,0.755801563442906,4.0,0.755801563442906,0.5,5.2558015634429065,0.006191950464396285,0.006191950464396285,0.0030959752321981426,0.0030959752321981426
江啟臣,131,1,1,1,1,323,0.0005468777517648355,0.17098873853683472,0.17664151382004184,2.0,0.17664151382004184,0.5,2.6766415138200417,0.0030959752321981426,0.0030959752321981426,0.0030959752321981426,0.0030959752321981426
江啟臣,132,0,70,35,7,323,0.01874019780764058,0.4892616271972656,6.053083891867907,0.0,6.053083891867907,3.5,9.553083891867907,0.0,0.21671826625386997,0.10835913312693499,0.021671826625386997
江啟臣,133,1,6,2,0,323,0.00135902994269404,0.09329866617918015,0.4389666714901749,2.0,0.4389666714901749,0.0,2.4389666714901748,0.0030959752321981426,0.018575851393188854,0.006191950464396285,0.0
江啟臣,134,1,8,3,0,323,0.0012722124931568066,0.0732797384262085,0.4109246352896485,2.0,0.4109246352896485,0.0,2.4109246352896485,0.0030959752321981426,0.02476780185758514,0.009287925696594427,0.0
江啟臣,135,0,26,10,3,323,0.008321665353715224,0.5485444068908691,2.6878979092500175,0.0,2.6878979092500175,1.5,4.187897909250017,0.0,0.0804953560371517,0.030959752321981424,0.009287925696594427
江啟臣,136,0,31,16,2,323,0.006331187730343899,0.3700703978538513,2.0449736369010796,0.0,2.0449736369010796,1.0,3.0449736369010796,0.0,0.09597523219814241,0.04953560371517028,0.006191950464396285
江啟臣,137,0,13,5,1,323,0.0036804436299362887,0.3877122700214386,1.1887832924694213,0.0,1.1887832924694213,0.5,1.6887832924694213,0.0,0.04024767801857585,0.015479876160990712,0.0030959752321981426
江啟臣,138,2,7,3,0,323,0.0015598443056110507,0.08851322531700134,0.5038297107123694,4.0,0.5038297107123694,0.0,4.5038297107123695,0.006191950464396285,0.021671826625386997,0.009287925696594427,0.0
江啟臣,140,0,18,3,2,323,0.004277639777979811,0.29401683807373047,1.381677648287479,0.0,1.381677648287479,1.0,2.381677648287479,0.0,0.05572755417956656,0.009287925696594427,0.006191950464396285
江啟臣,142,1,3,3,0,323,0.0008896176082420174,0.0686449334025383,0.2873464874621716,2.0,0.2873464874621716,0.0,2.2873464874621714,0.0030959752321981426,0.009287925696594427,0.009287925696594427,0.0
江啟臣,143,2,10,8,5,323,0.009682100344079849,0.5999137759208679,3.127318411137791,4.0,3.127318411137791,2.5,9.627318411137791,0.006191950464396285,0.030959752321981424,0.02476780185758514,0.015479876160990712
江啟臣,144,1,6,4,4,323,0.004461813038105336,0.5383891463279724,1.4411656113080236,2.0,1.4411656113080236,2.0,5.441165611308024,0.0030959752321981426,0.018575851393188854,0.01238390092879257,0.01238390092879257
江啟臣,146,0,7,4,1,323,0.0015523493488794416,0.10446229577064514,0.5014088396880596,0.0,0.5014088396880596,0.5,1.0014088396880596,0.0,0.021671826625386997,0.01238390092879257,0.0030959752321981426
江啟臣,147,5,6,4,3,323,0.0033458254097142553,0.5850971937179565,1.0807016073377045,10.0,1.0807016073377045,1.5,12.580701607337705,0.015479876160990712,0.018575851393188854,0.01238390092879257,0.009287925696594427
江啟臣,148,2,10,6,4,323,0.010841142649600935,0.7985000610351562,3.501689075821102,4.0,3.501689075821102,2.0,9.501689075821101,0.006191950464396285,0.030959752321981424,0.018575851393188854,0.01238390092879257
江啟臣,149,0,9,5,5,323,0.005978107864330409,0.5067543983459473,1.9309288401787221,0.0,1.9309288401787221,2.5,4.430928840178722,0.0,0.02786377708978328,0.015479876160990712,0.015479876160990712
江啟臣,150,0,17,10,2,323,0.0053484050832857235,0.36556556820869446,1.7275348419012886,0.0,1.7275348419012886,1.0,2.7275348419012886,0.0,0.05263157894736842,0.030959752321981424,0.006191950464396285
江啟臣,151,0,10,3,3,323,0.005439733917612689,0.4559118449687958,1.7570340553888988,0.0,1.7570340553888988,1.5,3.257034055388899,0.0,0.030959752321981424,0.009287925696594427,0.009287925696594427
江啟臣,152,0,7,5,4,323,0.00740823822534801,0.6603964567184448,2.3928609467874074,0.0,2.3928609467874074,2.0,4.392860946787407,0.0,0.021671826625386997,0.015479876160990712,0.01238390092879257
江啟臣,154,0,7,5,4,323,0.006503656626727439,0.6017885804176331,2.1006810904329627,0.0,2.1006810904329627,2.0,4.100681090432962,0.0,0.021671826625386997,0.015479876160990712,0.01238390092879257
江啟臣,156,1,10,4,2,323,0.00376209599384468,0.4909488558769226,1.2151570060118317,2.0,1.2151570060118317,1.0,4.2151570060118315,0.0030959752321981426,0.030959752321981424,0.01238390092879257,0.006191950464396285
江啟臣,158,0,7,4,3,323,0.0034468809526156338,0.5662766695022583,1.1133425476948497,0.0,1.1133425476948497,1.5,2.6133425476948497,0.0,0.021671826625386997,0.01238390092879257,0.009287925696594427
江啟臣,159,0,74,40,22,323,0.03723662407497397,0.6026155948638916,12.02742957621659,0.0,12.02742957621659,11.0,23.02742957621659,0.0,0.22910216718266255,0.1238390092879257,0.06811145510835913
